"","channel_name","location","channel_id","lat_long2","no_videos","wordcount","mean_syl_sec","latitude","longitude","scaled_count","local_gvalues1","local_gvalues5","local_gvalues10","local_gvalues25","local_gvalues50","inv_dist200","inv_dist1000"
"1 89","City of Rosemount, MN","Rosemount, Minnesota","UCHJ2l9oFLxFeDoISijWtNMQ","(44.7394103, -93.12577230000001)",2,8283,5.2510367578908,44.7394103,-93.1257723,30234.375,1.8152614763281,2.05525271493861,2.22860247764426,0.937199717870246,0.312004377750463,1.99468620054152,1.79804297010535
"1 90","Campbell County, Wyoming (Government)","Campbell County, Wyoming","UCl2KcXV1L_HJZlcZyxhapWw","(44.3956107, -105.4489183)",12,45758,5.2507479633222,44.3956107,-105.4489183,32578.125,0.431970626501618,0.390794899159622,0.396229131346912,1.33391933317031,1.57609088087151,0,2.15772216994594
"1 91","City of Columbia, TN","Columbia, Tennessee","UCjjZOwKcE8_lPi4KmbzoI0g","(35.616078, -87.03504699999999)",11,7071,5.25010970015607,35.616078,-87.035047,32343.75,-0.353888548175309,0.270472471747534,-0.487255438022997,-2.15151834430946,-3.84378525791668,-0.456269629934398,-2.31036904938848
"1 92","Oswego County Government","Oswego, New York","UC1ELFNINuYGu9umMYQoyKMg","(43.4576107, -76.50614279999999)",2,8430,5.24791798743107,43.4576107,-76.5061428,30234.375,0.366446536137824,0.165525441570987,0.436013750105506,0.641467603838656,0.587854689342008,0.26449527352016,0.219512812510053
"1 93","Maine Bureau of Human Resources","Augusta, Maine","UCu-W8zF89UHdxwvJbpx6esA","(44.30731979999999, -69.7828983)",4,1110,5.24671018951304,44.3073198,-69.7828983,30703.125,0.136567721230671,0.404571710150754,0.257728552793776,0.356878692451371,-0.418715820073415,-0.231782217042721,-0.399815317764298
"1 94","PasadenaChannel","Pasadena, Texas","UC514B1OlciNW3q7lZU94PiA","(29.69137, -95.1843055)",77,57087,5.24660382714478,29.69137,-95.1843055,47812.5,0.511459092415773,0.393026396602297,0.279447198229253,0.19272087926686,-0.624872088425206,-0.283321953422862,-0.519145240172204
"1 95","WashCo Commissioners","Hagerstown, Maryland","UCTH850WDpvgeJXEI6Bp-nwg","(39.64347710000001, -77.72278229999999)",68,521067,5.24502844608515,39.6434771,-77.7227823,45703.125,-0.659136078035084,-0.650055265716195,-0.759222715917807,-0.149547778363455,0.548815987415121,0.0235766238954699,-0.76822591324289
"1 96","PittCountyNC","Pitt County, North Carolina","UCNbby4KXClggL9c-kVrpFww","(35.5589221, -77.4242972)",284,549269,5.24424879964033,35.5589221,-77.4242972,96328.125,0.00263132188566523,-0.170098466808871,0.477946922334406,0.0798678389260339,-0.651312683151725,0.475554117099062,-0.629158603288935
"1 97","cityofokc","Oklahoma City, Oklahoma","UCu7sVASWMRZ6V6F7EebBlbA","(35.4675602, -97.5164276)",90,990425,5.2426338595562,35.4675602,-97.5164276,50859.375,0.61305869945161,0.451809323988205,0.343281131831945,0.830898331447657,0.466364023162792,-0.103357496417318,-0.346806858849993
"1 98","MtPleasantMI","Mount Pleasant, Michigan","UCbfjqB0HPkc6KHaQa4_zVgg","(43.59780749999999, -84.7675139)",50,252403,5.24254989108888,43.5978075,-84.7675139,41484.375,0.64973247805261,0.373294366421261,1.49944450699778,0.997476334851179,0.096198597786387,-0.136711559787139,0.333977189067444
"1 99","Marin County, California - Topic","Marin County, California","UC7bWBURktSO66zx5c2_iKww","(38.083403, -122.7633036)",29,20882,5.24248891892079,38.083403,-122.7633036,36562.5,0.423443858772055,0.402158226850905,0.368175066916508,0.498425633013323,0.214990429079543,0.275599687081591,0.210637198781084
"1 100","City of Oxnard Government - Official","Oxnard, California","UCyYBxLRP6z33lKEkyxreAUA","(34.2000543, -119.1802258)",18,15086,5.24230235559858,34.2000543,-119.1802258,33984.375,0.508591073670127,-0.7438498847576,-0.415264115027958,-0.184877809867868,-0.136834317505136,-0.46835921255539,-0.384124582703297
"1 101","City of Asheville","Asheville, North Carolina","UC2QG4OKWo8tQ-h3fAwxr4eg","(35.5950581, -82.5514869)",208,806049,5.24208830622583,35.5950581,-82.5514869,78515.625,-0.533332473281536,-0.570631518655711,-1.04746989906551,-2.44797544240916,-2.41129954765167,-1.43694821902036,-2.63568379023448
"1 102","City of Corona","Corona, California","UC9_CEJrk_tnfVR7hyl6Kpwg","(33.8752935, -117.5664384)",2,2006,5.24145194264414,33.8752935,-117.5664384,30234.375,-0.614006128355425,0.311194247269395,-0.377581612352162,-0.557218703336956,-0.22892822519621,-0.690873228813619,-0.628869989491524
"1 103","City of Independence, Missouri","Independence, Missouri","UC95egG4Say-HvNrlJT_yCXg","(39.0911161, -94.41550679999999)",111,431599,5.23859447715372,39.0911161,-94.4155068,55781.25,-0.470402888136681,-0.405302343562655,-0.757719101732809,-0.45995021221347,-0.572171060967678,-1.11909336056076,-1.18364445596875
"1 104","City of Old Town, Maine","Old Town, Maine","UCnnzsRkjzkSJQjzHjys6zGw","(44.9342349, -68.6453092)",78,453150,5.23817637096517,44.9342349,-68.6453092,48046.875,0.00263890050039638,-0.172388900303569,0.402405426972709,0.149400052580102,-0.418715820073415,-0.116419296258766,-0.388900985589649
"1 105","City of Shenandoah, Texas","Shenandoah, Texas","UC5-9qrdkO9wip4I0vyCXq9g","(30.1802151, -95.45577259999999)",29,371792,5.23809902474481,30.1802151,-95.4557726,36562.5,0.317793030830366,-0.279923064112165,0.192869816621763,0.0209612860698575,-0.746798459607164,0.101356808685055,-0.59842896999579
"1 106","City of Newark NJ","Newark, New Jersey","UCNiGYwneyNvfAIAcl6eOqmw","(40.735657, -74.1723667)",79,102854,5.23751492296929,40.735657,-74.1723667,48281.25,-0.475968824461824,0.353835064026281,-0.186084523899175,0.757808166727132,-0.43315556447668,0.819588435967023,0.682723558027793
"1 107","City of San Angelo","San Angelo, Texas","UCg9JRjdLIq0ZTMHn1fioiJw","(31.4637723, -100.4370375)",92,917203,5.23702707126548,31.4637723,-100.4370375,51328.125,-0.191986833572781,-0.822132460545691,-0.195759232396987,0.670737109269813,1.46443510582947,0,0.28242182026864
"1 108","Caribou, Maine","Caribou, Maine","UCunLIlhYrhdsdvfjRKYCYdQ","(46.8639995, -67.9980365)",75,489360,5.23448057427504,46.8639995,-67.9980365,47343.75,-0.126915157464042,0.359126173842892,0.329184690250398,0.356878692451371,-0.418715820073415,-0.46197482054943,0.0474467153170531
"1 109","Louisiana Municipal Association","Baton Rouge, Louisiana","UCHLSr4SUANCYoYEpQatv5UA","(30.4538341, -91.1798063)",3,1045,5.23356588340767,30.4538341,-91.1798063,30468.75,-1.43539561566739,-1.43539561566739,-2.4266569762522,-2.33209255542392,-1.61883098612342,-1.12131482577916,-1.73908519905722
"1 110","The City of Irving","Irving, Texas","UCnakJoKIjNzMALPhHXxwFEA","(32.8140177, -96.9488945)",414,738800,5.23345072673292,32.8140177,-96.9488945,126796.875,-0.139056021400296,-0.215622519737493,0.661205709334388,0.743527906462258,-0.583206509774988,-0.525848521744732,-0.598359888461667
"1 111","City of Mission Tx","Mission, Texas","UCha07JnlG0muI97kb9u0Iig","(26.2159066, -98.32529319999999)",85,164293,5.23257563529468,26.2159066,-98.3252932,49687.5,0.783607143162568,0.41369873474296,0.371205197231511,0.433587419436602,-0.734853614453093,0.454050270521811,0.20063278892353
"1 112","Lee County FL","Lee County, Florida","UCSnQCEJdfUrobF9dxUltyyA","(26.6630286, -81.9534815)",44,18800,5.23163171986888,26.6630286,-81.9534815,40078.125,-1.03799423487865,0.368232285755907,0.0856713395863752,1.69748276796683,0.291821641544571,-0.767603784632832,-0.123131738063408
"1 113","Dane County Board of Supervisors","Madison, Wisconsin","UCgfH3y3SXmNkSZkjp7kCUdQ","(43.072422, -89.382392)",2,1126,5.22824578565042,43.072422,-89.382392,30234.375,-0.511347609076371,-0.513209016847691,-0.22030121883312,-0.20737598469416,0.741790486377162,-0.648994773208078,-0.703300141649007
"1 114","City of San Clemente","San Clemente, California","UCMJuEbFMmHeG8RBe-m6s7JQ","(33.4273521, -117.6126004)",84,1033782,5.22809662272771,33.4273521,-117.6126004,49453.125,0.42882165135032,0.0293639965387954,-0.529131730452914,-0.880934840638588,-0.462437329993715,-0.567343330579309,-0.488031991917097
"1 115","City of Warrenville","Warrenville, Illinois","UCcO8hN6YoUmWZrDFNASMzAQ","(41.81780699999999, -88.17340209999999)",84,701719,5.2280119869115,41.817807,-88.1734021,49453.125,0.245268247706496,0.822569242322805,0.151252019872284,-0.22711737086791,-0.0517226230033527,0.256510675997385,0.147304664910535
"1 116","New Jersey League of Municipalities","Trenton, New Jersey","UCbce9oVw9LvO6vxNz_89mZw","(40.2222399, -74.7735452)",13,11420,5.2275926605222,40.2222399,-74.7735452,32812.5,0.700914629197793,1.16589259959724,0.490825114779435,1.47053744723402,0.435887367725726,1.2244242435176,0.547798988854037
"1 117","City of Newberry","Newberry, Florida","UC9MNwMuigm3PeKHacwz2xQQ","(29.6463535, -82.6065023)",78,999022,5.22735771384603,29.6463535,-82.6065023,48046.875,1.26317781414099,2.00571797417534,1.86703237171841,2.00015299676905,-0.0099807893616394,1.73140218582627,0.00816723259330399
"1 118","Kentucky League of Cities","Lexington, Kentucky","UCr7WAKemYwT87iELNQfcybQ","(38.045112, -84.49808999999999)",28,38552,5.22647319724961,38.045112,-84.49809,36328.125,0.566472009019668,0.657332134722693,-0.584849274897159,-1.41060080857908,-1.98747732061266,-0.924635194123678,-2.22309050131589
"1 119","Council Meetings - City of Rochester Hills","Rochester, Michigan","UCRzGsdrhFdimra0g1Gw4HqA","(42.6833372, -83.1372157)",17,296862,5.22621386904386,42.6833372,-83.1372157,33750,0.179373419730617,0.179373419730617,-0.022662521776326,-0.396600017549897,0.43106740571657,-0.112363669932888,-0.177988691825128
"1 120","LakeCountyTV","Round Lake Beach, Illinois","UCnKKNni9P9HgvUhNlszYu4w","(42.3785576, -88.0857913)",13,8322,5.22474467199471,42.3785576,-88.0857913,32812.5,1.0181544983702,-0.136598453551574,0.465420673987759,-0.0730729015977257,0.0367965222933513,0.219807552731145,-0.153020560751231
"1 121","City Channel 4 - Iowa City","Iowa City, Iowa","UCDfQkGRr6dgTs07YZdCUH_g","(41.6609059, -91.5315148)",684,2953891,5.22464065368004,41.6609059,-91.5315148,190078.125,-0.166665553445271,-0.0183775983955515,-0.994902064975598,-1.48901522857534,0.139069772885137,-1.33555446370698,-1.15649106987047
"1 122","Town of Chester, NY","Chester, New York","UCcfUBNLL64j3sKxfuxTtcog","(41.3625937, -74.27126129999999)",30,251787,5.22327332977178,41.3625937,-74.2712613,36796.875,0.528754449755353,-0.0701159429147022,0.560540754510953,0.367891183487022,0.301621242430173,0.872358887611634,0.730467438331159
"1 123","TownofCohasset","Cohasset, Massachusetts","UCtPH47tVZoFwqFm8nN7JrMw","(42.24176749999999, -70.8036544)",32,503121,5.22061537458523,42.2417675,-70.8036544,37265.625,-0.501631400700924,-1.22690886947986,-1.58437513333569,-1.12460699105981,-0.514362767794905,-1.95861263451911,-1.33372127987574
"1 124","austintexasgov","Austin, Texas","UCa6J9IdgL8Lir6YIQNsbkgQ","(30.2671108, -97.7352672)",45,32181,5.2197669830785,30.2671108,-97.7352672,40312.5,0.682992571023384,0.551114491105763,0.491182433229672,0.646538459161448,-0.59772562428472,0.168582154222346,0.0562752423351021
"1 125","City of Springdale, Arkansas","Springdale, Arkansas","UCDBXZsuggNDRY1QTEqH2MQg","(36.18674420000001, -94.1288141)",83,786569,5.21828324039131,36.1867442,-94.1288141,49218.75,1.4068255457662,1.53942672929109,0.501443827523347,-0.648947756976828,-1.97033600722935,1.80738140832207,-1.3198618376764
"1 126","City of Anderson, Indiana","Anderson, Indiana","UCMDJQTb1x8xHky-Jxmu8PIA","(40.1053196, -85.6802541)",149,352603,5.21659323194493,40.1053196,-85.6802541,64687.5,-0.883988428992433,0.545326665963823,0.508561966854857,-0.409778703570713,-0.159423439968973,0.2505085479379,-0.639120598922481
"1 127","CityofPhoenixAZ","Phoenix, Arizona","UCx7FQNzOFCbtExt_gRub9JQ","(33.4483771, -112.0740373)",1107,3582667,5.21656946555892,33.4483771,-112.0740373,289218.75,0.119237872568904,0.819369112185842,-0.511665555895686,-0.901374959948014,-0.0240131618025549,-0.875345537431684,-0.860688720184498
"1 128","City of Victoria, MN","Victoria, Minnesota","UCx9xeLv6v0F0bMzK1BxMEzQ","(44.8587227, -93.6615338)",12,81355,5.21321874745018,44.8587227,-93.6615338,32578.125,0.653350051518107,1.37227671372595,2.1346903383222,0.990965136914349,0.64710740132199,1.92928851472707,1.72793154861707
"1 129","City of Horace","Horace, North Dakota","UCHdzO6P-1enZkMG7Z87QdGA","(46.7588553, -96.9036971)",42,430262,5.21294566172581,46.7588553,-96.9036971,39609.375,0.948882128850698,0.96474182065137,0.724129611503439,1.94716870379677,1.47983944661129,0.856115862494488,1.29486279113829
"1 130","City of Charlotte","Charlotte, North Carolina","UCr8xW9jfl6OiwjQuRwX4bWQ","(35.2270869, -80.8431267)",84,474547,5.21273971744409,35.2270869,-80.8431267,49453.125,-0.967350608832682,-1.58601436141031,-1.35304263383792,-1.51861860015183,-1.74185689034293,-1.67391911640537,-2.50925034449746
"1 131","Surprise TV","Surprise, Arizona","UChvREiqh2Lc3HoTGqcPb3vg","(33.6297375, -112.3654922)",144,240296,5.21268823278228,33.6297375,-112.3654922,63515.625,-0.00370505195487758,0.228824718226383,-0.266908291752184,-0.95645311172127,-0.114339589276902,-0.726279090249328,-0.508972031200081
"1 132","ConnecticutNetworkTV","Hartford, Connecticut","UC5i71kM8tvpFKG60XyLLRMA","(41.7584274, -72.67567740000001)",14,8030,5.21261087700776,41.7584274,-72.6756774,33046.875,-0.955776197771946,-0.743783750423011,-1.53316563942349,-1.33178010889794,-0.253460793823837,-1.51096992216965,-1.41744308255489
"1 133","eGov PDX","Portland, Oregon","UCcPIUh7CWwtBXisMPHWG65g","(45.5122308, -122.6587185)",24,422860,5.20718765369449,45.5122308,-122.6587185,35390.625,0.765457253804226,0.647497856158381,-0.0154323381560241,0.154577464006623,0.724515995079106,0.00720715704312454,0.174376062344472
"1 134","City of Hendersonville, TN","Hendersonville, Tennessee","UCy-XOO0Miyy8QIuE4B4fRuA","(36.3047735, -86.6199957)",79,915301,5.20377168578137,36.3047735,-86.6199957,48281.25,-0.887395873200846,-0.183035825445805,-0.260188102701473,-2.10473526802857,-1.61914578824649,-0.669379324861444,-2.10096459275166
"1 135","James City County","James City County, Virginia","UC1YcYMSX__2VbO2Mi3udVRw","(37.3002132, -76.8028933)",159,547960,5.20335154521259,37.3002132,-76.8028933,67031.25,-1.64203430498047,2.07314535278792,1.12345147486915,0.2892221604569,0.00417151840822571,0.751219935901903,0.172777102301699
"1 136","CityOfGreenBay","Green Bay, Wisconsin","UCd0WTidHx2LPWIJY-xrH9eg","(44.5133188, -88.0132958)",338,2453873,5.20278937962999,44.5133188,-88.0132958,108984.375,1.69415320391577,1.34461411538547,1.37861866827715,0.472249631928062,1.57975665360753,2.16005885595781,0.805401977062432
"1 137","City Channel Columbia MO","Columbia, Missouri","UCMvapUGDpxyLUUWNO8fxkdA","(38.9517053, -92.3340724)",177,193834,5.20188405777258,38.9517053,-92.3340724,71250,0.578292124518892,1.17652246404204,-0.0865242372057402,-0.716013589613871,-0.840066643840531,0.860687302169219,-1.16435768052689
"1 138","Pennsylvania Youth and Government","White Haven, Pennsylvania","UCcBuZVx4F52Dm_i2btUngFA","(41.0268556, -75.7135563)",33,21249,5.20107425479171,41.0268556,-75.7135563,37500,2.00161387124261,1.73160868894041,3.05316390762198,1.17418699131082,0.826856967187685,1.54009550229807,0.608512504032196
"1 139","Eagle Mountain City, Utah","Eagle Mountain, Utah","UCE6PWygb_g-qDncu6tkhU-g","(40.31411689999999, -112.006882)",78,928360,5.19754563877898,40.3141169,-112.006882,48046.875,0.572956197561348,0.928502500653236,0.779914567451381,0.621745655157453,-0.120392556936299,0.49713299488641,0.989867884979475
"1 140","syracuse.com","Syracuse, New York","UChbYn187BlBxq5LfGqZSv_A","(43.0481221, -76.14742439999999)",107,47840,5.19562760276904,43.0481221,-76.1474244,54843.75,0.961185998656153,0.644794842080373,1.24701752617802,0.970149139029247,0.553725354256791,1.1060426608578,0.229775842439586
"1 141","Spring Hill","Spring Hill, Tennessee","UCQEXn0j-fLqffqG4s6QBFfQ","(35.751179, -86.9300023)",14,19491,5.1952221521849,35.751179,-86.9300023,33046.875,1.08875463102213,0.822428584428471,-0.792462162712249,-1.42431493311861,-2.47896133155775,0.0700775094458597,-0.949273881493972
"1 142","City of Rio Rancho, NM Municipal Government","Rio Rancho, New Mexico","UCQbt-un8dQITuiIRLcbtq8Q","(35.3109281, -106.6850204)",19,27715,5.19472481663306,35.3109281,-106.6850204,34218.75,0.633318964047036,1.2734433142767,1.07404371246157,0.914501830081141,1.0101132818997,0.905833103147792,1.19866719707243
"1 143","City of Fairhope","Fairhope, Alabama","UCQsD9rKnDZ7Fik7D22bI0gw","(30.5229719, -87.9033261)",182,1923680,5.19419157783466,30.5229719,-87.9033261,72421.875,-0.420025041891084,0.124584608931996,-1.92730434363407,-1.85891601339919,-1.37704261357932,-0.40578004258007,-2.08633662426015
"1 144","City of Santa Clara","Santa Clara, California","UCBMGaWSyRhcGxg0fSG4msDA","(37.3541079, -121.9552356)",115,1274012,5.19295400882234,37.3541079,-121.9552356,56718.75,0.60589742747813,0.551428589956505,0.579561928883899,0.615130222921086,-0.272234982198811,0.424254256889326,0.384335921844859
"1 145","City of Alice, TX","Alice, Texas","UC_9x9G-IMyGx4zPHxawQr5A","(27.7522487, -98.0697249)",84,727211,5.19211864682952,27.7522487,-98.0697249,49453.125,0.857662650045713,0.41369873474296,0.787047374518393,0.179180231634382,-0.597660163511552,0.737534246811206,0.201098675153807
"1 146","Contra Costa Television","Martinez, California","UCD1z6XC8_fqZXP3HayI-kQA","(37.9952189, -122.1220089)",57,402042,5.19205373686172,37.9952189,-122.1220089,43125,0.145199895845574,-0.0344030191032761,0.431679879118088,0.662301791236119,-0.0361038499781619,0.205178434653828,0.191105921305145
"1 147","City of Bloomington, Illinois","Bloomington, Illinois","UCS8WR70NFd2XMmFYRDHEGEw","(40.4842027, -88.99368729999999)",98,1165334,5.19203118394308,40.4842027,-88.9936873,52734.375,-0.695023439107803,-0.810912174220261,-0.286495179330961,0.332783001068022,-0.226134177608057,-0.135386808277212,-1.31880970350415
"1 148","Hillsborough County","Hillsborough County, Florida","UC-ltrT7T2PDRdEEoU5NtOEg","(27.9903597, -82.3017728)",70,39574,5.19118091867985,27.9903597,-82.3017728,46171.875,2.54012919230881,2.19418005442277,2.39319742444145,1.87884877001358,0.291821641544571,2.48223032704482,1.85301814881482
"1 149","City of Austin, Minnesota","Austin, Minnesota","UCz8RVD73YkHomdRrT_5LBwQ","(43.6666296, -92.97463669999999)",97,81298,5.18810223847233,43.6666296,-92.9746367,52500,0.43361305834339,0.591579007078536,1.23534780583859,0.799236806405309,0.176768114952656,0.97062506447022,0.694425529354347
"1 150","Maryland YMCA Youth & Government","Gwynn Oak, Maryland","UCC0szOnY50huTkcp1kqB3Rg","(39.326126, -76.6837006)",1,1703,5.18698572687895,39.326126,-76.6837006,30000,0.757656831034226,-1.46403114975867,0.670066488449088,0.475409843773125,0.833756512610153,-0.0624105097215046,-0.193377853131528
"1 151","Town of Orangetown","Orangetown, New York","UCiO7szhtu7X___gRqoFkuOg","(41.0555461, -73.94773839999999)",24,160102,5.18679358350725,41.0555461,-73.9477384,35390.625,-1.15285054508605,-0.0701159429147022,0.560540754510953,0.381522392936073,0.338845074722885,-0.1470368365754,-0.264647299932544
"1 152","City of San Antonio","San Antonio, Texas","UCc1cljyxKwZYVnDapMi26eQ","(29.4241219, -98.49362819999999)",184,142702,5.18502828063973,29.4241219,-98.4936282,72890.625,0.23655960905204,0.377808047419244,0.787047374518393,0.201327815064454,-0.237613913836848,0.0448683567751862,0.0402706024977098
"1 153","City of Grand Marais","Grand Marais, Minnesota","UC8OF_XBXW9WJuCZEIzxSlIQ","(47.7504469, -90.3342727)",18,233692,5.18409906871456,47.7504469,-90.3342727,33984.375,1.19449045108518,-0.0831420127057651,1.4356157600478,2.71712571649099,1.59709146736529,0,1.48041612202857
"1 154","NYC Mayor's Office","New York, New York","UClnI1zhyzv_BPb-VSHEtniw","(40.7133871, -74.00743609999999)",852,3698787,5.1835015365529,40.7133871,-74.0074361,229453.125,0.250270315323703,0.353835064026281,-0.186084523899175,0.406312483499293,-0.43315556447668,0.539324636604296,0.368724175246616
"1 155","SCCGov Chambers","Santa Clara County, California","UCF4DoI6Shq5PtVGaQRrAerw","(37.3336581, -121.8907041)",11,152126,5.18287522380934,37.3336581,-121.8907041,32343.75,0.311382294839223,0.723661227638845,0.363483248345107,0.692839038228631,-0.131300158962039,0.455695383552188,0.452739591791879
"1 156","CityOfNormanOK","Norman, Oklahoma","UCRUefgW2qlHl6uJwIS7KQXQ","(35.2225668, -97.4394777)",71,311789,5.18135586221617,35.2225668,-97.4394777,46406.25,0.0106969893543583,0.603319792449549,0.298353591573534,0.986551946754222,-0.339146702900653,0.0574567427682502,-0.0823066896440539
"1 157","Lebanon, Indiana","Lebanon, Indiana","UCr7VceVqyRwrsJEhejJinGQ","(40.0483744, -86.4691677)",5,8738,5.18114363815609,40.0483744,-86.4691677,30937.5,-0.255127701906082,0.215477329216508,-0.266735956143227,-0.216012789235914,-0.353986613980101,-0.469073832479727,-1.1730913983416
"1 158","Texas Counties","Austin, Texas","UCypcad6NCCz1KNAkygXmNzA","(30.2762229, -97.74499279999999)",135,162730,5.18024070253712,30.2762229,-97.7449928,61406.25,0.493040422471173,0.62193812497848,0.840167218341586,0.544315307598667,-0.399313091028303,0.470210797727041,0.22092418175077
"1 159","Bellevue Television","Bellevue, Washington","UCW22suSoHWumwarCbu3NkOg","(47.60455899999999, -122.1305799)",3,2281,5.1800943458252,47.604559,-122.1305799,30468.75,-0.0142547764836749,-0.634098593253862,-0.521523408769125,0.326159051169007,0.864137214336308,-0.796041548090495,-0.476650998814214
"1 160","Sullivan County NY Government","Monticello, New York","UC-6KnDAiuQEnDNWO13Ev1sw","(41.6584571, -74.6917748)",26,19938,5.1782533672922,41.6584571,-74.6917748,35859.375,0.941482743572916,1.55212595907754,0.513841556075117,0.347226843319683,0.639144536744322,0.954170010600677,0.392898491008474
"1 161","Saint Francis MN","St Francis, Minnesota","UCC44uGV-mS_2SCvUhBy_scA","(45.3974847, -93.38792199999999)",53,378531,5.17767164145704,45.3974847,-93.387922,42187.5,0.782608545898813,0.897272755248321,2.11958339887253,1.73853447334548,1.04866797544619,1.9464100573322,1.63992727362884
"1 162","warren-ma.info","Warren, Massachusetts","UCSemWSWv9vohWfvvyHaYAlA","(42.2125423, -72.19118499999999)",10,46576,5.17612769879645,42.2125423,-72.191185,32109.375,-0.382288008240738,-0.493714330559993,-0.297295135782094,-1.17443567491212,-0.347402612538873,-1.59865981211323,-0.926346852733467
"1 163","LitchfieldTV","Litchfield, New Hampshire","UCghq7fALfNAB53QKWlOyScw","(42.8420373, -71.4807697)",266,2228320,5.17572463226515,42.8420373,-71.4807697,92109.375,-0.0346823641019978,0.251309040896362,-0.80923257205961,-1.39543679440955,-0.449440228257289,-1.09627742239455,-0.625498273539091
"1 164","Hennepin County MN","Hennepin County, Minnesota","UCJDcgrMl0B2Og4ZdeOOrnFA","(45.0208911, -93.5094574)",56,50713,5.1736450676334,45.0208911,-93.5094574,42890.625,1.09777674666683,1.04127113701727,1.97857828311139,1.28606400194903,0.379254222236771,2.06876429873343,2.01762627622205
"1 165","FaithCity MD","Upper Marlboro, Maryland","UC3cUrijYglWHJ81RrZ_jNUw","(38.8354067, -76.8628623)",29,303648,5.17337064323186,38.8354067,-76.8628623,36562.5,2.41906635207645,0.707008334638926,0.411974364282605,0.910368719265637,0.696051691731056,1.9694018330411,1.43928549482076
"1 166","Montana YMCA Youth and Government","Montana, US","UCTcNqEsmDnz8dAb1DUv40eg","(46.8796822, -110.3625658)",8,29806,5.17325520260595,46.8796822,-110.3625658,31640.625,1.26657658328419,1.26010821755783,1.19940268518344,1.45585295187396,1.39959134283458,0,1.52404139920267
"1 167","LA City Emergency Management","Los Angeles, California","UChO9l1ByinQ7u1epchCv3vg","(34.0505911, -118.1763924)",11,5737,5.17072375548654,34.0505911,-118.1763924,32343.75,-0.915963690146815,-0.899735970237389,-0.391586163648464,-0.798583221747998,-0.413541726290614,-0.978050625221944,-0.935911446806533
"1 168","The City of Grand Rapids","Grand Rapids, Michigan","UCBObm_Q73DcEDhgvdmoOh1w","(42.9633599, -85.6680863)",453,1181683,5.16973319952093,42.9633599,-85.6680863,135937.5,0.353567859362133,0.12251796328078,0.0580897317285832,0.48673593245763,0.678365478860907,-0.153023907571936,-0.0663474588717216
"1 169","City of Post Falls, Idaho","Post Falls, Idaho","UC7PL9bReR18BlDnsmiOlraw","(47.7179578, -116.9515856)",163,1071984,5.16902647305379,47.7179578,-116.9515856,67968.75,1.16070025446947,-0.223084800468654,0.405558753809694,0.475783114361207,1.30355228119407,1.11514921245793,0.880350650403921
"1 170","Digital Peoria","Peoria, Arizona","UCr2anV7zsCAo1Rvjga7nYEA","(33.6282856, -112.2392489)",192,774164,5.16720879950979,33.6282856,-112.2392489,74765.625,-0.478338745933263,-0.73056492188356,-0.240431921182127,-0.790575766934819,0.00513551424784208,-1.7422046007324,-1.0286994453081
"1 171","CityofOrlando","Orlando, Florida","UCTOsxjDi8Wow6xhEbGvVugA","(28.5383355, -81.3792365)",444,1546645,5.16719939136777,28.5383355,-81.3792365,133828.125,2.16564893935817,2.42204723137108,1.66219452995341,1.87884877001358,0.0378934284528517,2.42919364483198,1.82197891967131
"1 172","CityOfThousandOaks","Thousand Oaks, California","UCsSwux-Xmetz846gSsmptDw","(34.1705609, -118.8375937)",87,163568,5.16686383031735,34.1705609,-118.8375937,50156.25,-0.969691596078498,-0.326816432602739,-0.251215045329176,-0.798583221747998,-0.0372809533983028,-0.846491455773102,-0.885824207098188
"1 173","GainesvilleDistrictSupervisorPWC","Gainesville, Virginia","UCaC60DAYb0S1-YQ9LcV_0pQ","(38.8028594, -77.6018331)",7,3587,5.16643359486603,38.8028594,-77.6018331,31406.25,2.61755110399754,-0.0383499230558867,2.60858625155169,0.643759469699781,0.728890125883616,1.29533474629538,0.549910009714517
"1 174","Augusta Georgia","Augusta, Georgia","UCj33t_Opz-YZ7auj6-RIs_A","(33.4734978, -82.0105148)",59,69651,5.16578949345012,33.4734978,-82.0105148,43593.75,-0.736568789860582,-1.05478755651907,-1.65214661888757,-0.903829942410423,-0.972553302768464,-1.82885869775405,-2.17649467465351
"1 175","City of Arkansas City, Kansas","Arkansas City, Kansas","UCvQiHdrfXJc-sH4GxsFdx_A","(37.06268, -97.03985)",22,121008,5.16536754134903,37.06268,-97.03985,34921.875,-0.268393940845487,-0.371367464039874,0.471942680611872,0.306042713973027,0.248352427677121,-0.12793337325575,-0.449326983216245
"1 176","Northglenn Colorado","Northglenn, Colorado","UCqtvPKHWSX-ukNYDjPYH6ug","(39.8961821, -104.9811468)",111,509696,5.16426251951349,39.8961821,-104.9811468,55781.25,0.90872717590428,1.49192319446494,0.972779914146682,0.647209095903671,1.62451902792279,0.689933554754893,0.791427431024802
"1 177","TOMP Council Meetings","Mount Pleasant, South Carolina","UCNhfTlBOB2AbKtELKzY7_yQ","(32.8323225, -79.82842579999999)",9,167287,5.16357837492837,32.8323225,-79.8284258,31875,-0.912326513470451,-1.10386967225911,-1.03073205786669,-0.909380869822563,-0.764073376070054,-1.61342570227223,-1.51866307832352
